2024-11-01 11:43:24,267, globalData, INFO, 0x95D34980095380851902ccd9A1Fb4C813C2cb639.code,2358,False,False,-1,0.69140625,None,None,0.0028061866760253906,-1,0.07129073143005371,71.625,None
2024-11-01 11:43:24,273, globalData, INFO, 0xaaE1F51Cf3339f18B6d3F3BDc75a5fACD744b0B8.code,2008,False,False,-1,0.69140625,None,None,0.004017353057861328,-1,0.08010268211364746,72.65625,None
2024-11-01 11:43:24,275, globalData, INFO, 0xF281bad74a5A549CEced85Dad57F47a671b07e51.code,1658,False,False,-1,0.69140625,None,None,0.003047943115234375,-1,0.09025335311889648,71.55859375,None
2024-11-01 11:43:24,277, globalData, INFO, 0x7A8721A9D64c74da899424c1B52ACbf58DDC9782.code,3082,False,False,-1,0.57421875,None,None,0.004180431365966797,-1,0.07793474197387695,72.34765625,None
2024-11-01 11:43:24,281, globalData, INFO, 0x4e73B32ed6c35F570686b89848E5F39F20ECC106.code,2008,False,False,-1,0.57421875,None,None,0.004084110260009766,-1,0.0821385383605957,72.5,None
2024-11-01 11:43:24,286, globalData, INFO, 0x93C32845faE42c83A70e5f06214c8433665C2ab5.code,1658,False,False,-1,0.6328125,None,None,0.002990245819091797,-1,0.09194183349609375,71.64453125,None
2024-11-01 11:43:24,286, globalData, INFO, 0xbE4041D55DB380c5ae9D4A9b9703f1Ed4E7e3888.code,3048,False,False,-1,0.57421875,None,None,0.0050542354583740234,-1,0.09876775741577148,72.29296875,None
2024-11-01 11:43:24,288, globalData, INFO, 0x96EDBe868531BD23a6C05e9d0C424ea64fb1B78B.code,2078,False,False,-1,0.69140625,None,None,0.004649639129638672,-1,0.09299349784851074,72.34375,None
2024-11-01 11:43:24,288, globalData, INFO, 0x85179AC15AA94E3ca32dd1cc04664E9bB0062115.code,2078,False,False,-1,0.57421875,None,None,0.004675865173339844,-1,0.09309959411621094,72.34375,None
2024-11-01 11:43:24,289, globalData, INFO, 0x0DA76dE0916ef2da3c58a97e4D09D501c56a9f15.code,1658,False,False,-1,0.6328125,None,None,0.003004312515258789,-1,0.0928037166595459,72.32421875,None
2024-11-01 11:43:24,343, globalData, INFO, 0xF6dBE88bA55f1793Ff0773c9B1275300f830914F.code,10554,False,False,-1,1.6640625,None,None,0.037609100341796875,-1,0.14757227897644043,65.94140625,None
2024-11-01 11:43:24,362, globalData, INFO, 0x7c4393EE129D7856B5bD765C2D20b66f464cCD0F.code,4900,False,False,-1,0.94921875,None,None,0.006699562072753906,-1,0.16590189933776855,62.421875,None
2024-11-01 11:43:26,971, globalData, INFO, 0x05f49E3E0a27EFA05D60C19cd8f0ECc951d3717e.code,5716,False,False,-1,12.8671875,None,None,2.686948776245117,-1,2.772831678390503,71.984375,None
2024-11-01 11:43:37,600, globalData, INFO, 0x9a156f934C3542EF6A4443ce9a91d2D768FC01c1.code,29110,False,False,-1,28.53515625,None,None,10.0095534324646,-1,13.402816772460938,127.2578125,None
2024-11-01 11:55:51,062, globalData, INFO, 0x33813C2f2AAB62aC88C234858a1f08448424828f.code,12480,False,False,-1,527.49609375,None,None,746.4644212722778,-1,746.8732514381409,397.1796875,None
