contract,duration
front_running.ERC20_sol_ERC20.hex,2.119433641433716
unchecked_low_level_calls.0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c_sol_Proxy.hex,2.2691280841827393
arithmetic.overflow_simple_add_sol_Overflow_Add.hex,2.4688572883605957
reentrancy.0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e_sol_PrivateBank.hex,2.519923210144043
reentrancy.etherbank_sol_EtherBank.hex,2.5700700283050537
access_control.parity_wallet_bug_2_sol_WalletEvents.hex,2.620616912841797
arithmetic.integer_overflow_minimal_sol_IntegerOverflowMinimal.hex,2.6188066005706787
reentrancy.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839_sol_Token.hex,2.6705517768859863
unchecked_low_level_calls.0xec329ffc97d75fe03428ae155fc7793431487f63_sol_Owned.hex,2.6697020530700684
reentrancy.modifier_reentrancy_sol_Bank.hex,2.6711862087249756
reentrancy.spank_chain_payment_sol_StandardToken.hex,2.6709189414978027
other.name_registrar_sol_NameRegistrar.hex,2.7205231189727783
reentrancy.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839_sol_TokenBank.hex,2.7200446128845215
unchecked_low_level_calls.0xa1fceeff3acc57d257b917e30c4df661401d6431_sol_AirDropContract.hex,2.7187743186950684
unchecked_low_level_calls.0x5aa88d2901c68fda244f1d0584400368d2c8e739_sol_MultiplicatorX3.hex,2.7193994522094727
unchecked_low_level_calls.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77_sol_Proxy.hex,2.7201967239379883
unchecked_low_level_calls.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6_sol_Puppet.hex,2.7704741954803467
unchecked_low_level_calls.0x663e4229142a27f00bafb5d087e1e730648314c3_sol_Pausable.hex,2.7704691886901855
unchecked_low_level_calls.0x7d09edb07d23acb532a82be3da5c17d9d85806b4_sol_PoCGame.hex,2.820695161819458
reentrancy.etherstore_sol_EtherStore.hex,2.820039987564087
access_control.mycontract_sol_MyContract.hex,2.8204147815704346
arithmetic.token_sol_Token.hex,2.822815179824829
reentrancy.0x93c32845fae42c83a70e5f06214c8433665c2ab5_sol_X_WALLET.hex,2.819789409637451
arithmetic.BECToken_sol_SafeMath.hex,2.8204915523529053
reentrancy.reentrance_sol_Reentrance.hex,2.8199572563171387
reentrancy.0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e_sol_Log.hex,2.8217272758483887
reentrancy.0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12_sol_Log.hex,2.870164632797241
reentrancy.0x941d225236464a25eb18076df7da6a91d0f95e9e_sol_ETH_FUND.hex,2.869487762451172
unchecked_low_level_calls.0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37_sol_WhaleGiveaway1.hex,2.8701171875
unchecked_low_level_calls.0xd5967fed03e85d1cce44cab284695b41bc675b5c_sol_demo.hex,2.8703532218933105
reentrancy.0x7541b76cb60f4c60af330c208b0623b7f54bf615_sol_Log.hex,2.8713276386260986
reentrancy.0x561eac93c92360949ab1f1403323e6db345cbf31_sol_LogFile.hex,2.920121669769287
unchecked_low_level_calls.0x39cfd754c85023648bf003bea2dd498c5612abfa_sol_TokenBank.hex,2.920659065246582
reentrancy.modifier_reentrancy_sol_attack.hex,2.9212751388549805
time_manipulation.lottopollo_sol_lottopollo.hex,2.921013116836548
unchecked_low_level_calls.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35_sol_TokenBank.hex,2.920766830444336
reentrancy.spank_chain_payment_sol_HumanStandardToken.hex,2.9247188568115234
arithmetic.BECToken_sol_Pausable.hex,2.9725449085235596
reentrancy.0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4_sol_Log.hex,3.02043080329895
access_control.rubixi_sol_Rubixi.hex,3.021477460861206
reentrancy.0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1_sol_LogFile.hex,3.071659564971924
arithmetic.integer_overflow_1_sol_Overflow.hex,3.0717427730560303
unchecked_low_level_calls.king_of_the_ether_throne_sol_KingOfTheEtherThrone.hex,3.121917963027954
unchecked_low_level_calls.0xe09b1ab8111c2729a76f16de96bc86a7af837928_sol_FiftyFlip.hex,3.3717496395111084
unchecked_low_level_calls.0xbaa3de6504690efb064420d89e871c27065cdd52_sol_VaultProxy.hex,1.9680390357971191
reentrancy.0x4e73b32ed6c35f570686b89848e5f39f20ecc106_sol_PRIVATE_ETH_CELL.hex,1.817337989807129
bad_randomness.blackjack_sol_BlackJack.hex,4.474427223205566
unchecked_low_level_calls.0x958a8f594101d2c0485a52319f29b2647f2ebc06_sol_Marriage.hex,4.674772500991821
unchecked_low_level_calls.0xbaa3de6504690efb064420d89e871c27065cdd52_sol_Proxy.hex,2.067976236343384
unchecked_low_level_calls.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10_sol_StandardToken.hex,2.178008556365967
unchecked_low_level_calls.0x610495793564aed0f9c7fc48dc4c7c9151d34fd6_sol_SimpleWallet.hex,1.9718420505523682
denial_of_service.auction_sol_DosAuction.hex,2.4353229999542236
reentrancy.0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4_sol_PrivateBank.hex,2.28200364112854
reentrancy.0x8c7777c45481dba411450c228cb692ac3d550344_sol_ETH_VAULT.hex,2.3702800273895264
reentrancy.0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3_sol_W_WALLET.hex,2.4224274158477783
reentrancy.reentrancy_insecure_sol_Reentrancy_insecure.hex,2.4223685264587402
